"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2010170989","SALT LAKE CITY","2","3","26C","1400 W 400 S                                                                                             ","01/01/2008","POP","151","09/30/2010","2604-0","FRAUD","1880388","884407"
"SL2011144442","SALT LAKE CITY",,"3","0",,"01/01/2008",,,"08/29/2011","7399-99","PUBLIC ORDER",,
"SL2013800053","WEST MILLCREEK",,"3","26C",,"01/01/2008","07","07","01/11/2013","2699-1","FRAUD","1899271","859506"
"SL201323985","SALT LAKE CITY","7","3","26B","900 E SIMPSON AVE                                                                                       ","01/01/2008","162","Z6","02/15/2013","2605-0","FRAUD","1899384","870178"
"SL2008591","SALT LAKE CITY","4","4","0","400 S 500 W                                                                                             ","01/02/2008","DTN","114","01/02/2008","5499-8","TRAFFIC","1887872","884386"
"SL2008616","SALT LAKE CITY","2","4","240","3200 W CALIFORNIA AVE                                                                                    ","01/02/2008","WSL","154","01/02/2008","2499-13","STOLEN VEHICLE","1870565","877149"
"SL2008601","SALT LAKE CITY","3","4","13B","200 W 200 N                                                                                             ","01/02/2008","CAH","111","01/02/2008","1313-0","ASSAULT","1890257","889184"
"SL2008606","SALT LAKE CITY","4","4","0","400 S 300 W                                                                                             ","01/02/2008","DTN","114","01/02/2008","7399-25","PUBLIC ORDER","1889455","884046"
"SL2008609","SALT LAKE CITY","7","4","290","2600 S 900 E                                                                                             ","01/02/2008","SUG","235","01/02/2008","2901-1","DAMAGED PROP","1898942","866905"
"SL2008655","SALT LAKE CITY",,"4","0",,"01/02/2008","40","40","01/02/2008","7399-1","PUBLIC ORDER","1867367","893605"
"SL2008632","SALT LAKE CITY","1","4","90Z","1400 W 1000 N                                                                                            ","01/02/2008","ROP","131","01/02/2008","5401-0","TRAFFIC","1880841","895560"
"SL2008670","SALT LAKE CITY","1","4","240","700 N 900 W                                                                                             ","01/02/2008","ROP","131","01/02/2008","2499-17","STOLEN VEHICLE","1884801","893513"
"SL2008664","SALT LAKE CITY","5","4","90D","900 S 700 E                                                                                             ","01/02/2008","WEL","232","01/02/2008","5404-0","TRAFFIC","1897364","879862"
"SL2008668","SALT LAKE CITY","1","4","90G","600 N 900 W                                                                                             ","01/02/2008","ROP","131","01/02/2008","4104-0","LIQUOR","1884739","892925"
"SL2008702","SALT LAKE CITY","2","4","0","1700 W 400 S                                                                                             ","01/02/2008","POP","154","01/02/2008","5499-12","TRAFFIC","1877710","884123"
"SL2008629","SALT LAKE CITY","4","4","0","400 S 700 E                                                                                             ","01/02/2008","CEC","214","01/02/2008","5399-28","PUBLIC PEACE","1897383","884362"
"SL2008686","SALT LAKE CITY","5","4","240","900 E LOGAN AVE                                                                                         ","01/02/2008","EAC","232","01/02/2008","2499-13","STOLEN VEHICLE","1899259","874797"
"SL2008636","SALT LAKE CITY","6","4","290","1300 S DEVONSHIRE DR                                                                                     ","01/02/2008","UNV","233","01/02/2008","2999-1","DAMAGED PROP","1915310","877047"
"SL2008738","SALT LAKE CITY","6","4","90Z","2500 E 1700 S                                                                                            ","01/02/2008","EAB","233","01/02/2008","5309-0","PUBLIC PEACE","1912000","874481"
"SL2008659","SALT LAKE CITY","7","4","290","2100 S 700 E                                                                                             ","01/02/2008","SUG","235","01/02/2008","2901-0","DAMAGED PROP","1897318","871350"
"SL2008734","SALT LAKE CITY","1","4","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/02/2008","WES","133","01/02/2008","7399-1","PUBLIC ORDER","1867036","893752"
"SL2008648","SALT LAKE CITY","4","4","90C","500 E 400 S                                                                                             ","01/02/2008","CEC","212","01/02/2008","5399-12","PUBLIC PEACE","1896415","884407"
"SL2008678","SALT LAKE CITY","5","4","0","1100 S 800 E                                                                                             ","01/02/2008","EAL","232","01/02/2008","7399-99","PUBLIC ORDER","1898151","878089"
"SL2008757","SALT LAKE CITY","1","4","0","500 N REDWOOD RD                                                                                        ","01/02/2008","JOM","132","01/02/2008","5399-28","PUBLIC PEACE","1878553","892066"
"SL2008739","SALT LAKE CITY","4","4","90G","500 E 400 S                                                                                             ","01/02/2008","CEC","212","01/02/2008","4104-0","LIQUOR","1896224","884378"
"SL2008756","SALT LAKE CITY","7","4","23F","1000 E SUGARMONT DR                                                                                      ","01/02/2008","SUG","235","01/02/2008","2305-0","LARCENY","1900055","870474"
"SL2008818","SALT LAKE CITY","5","4","0","1000 S 300 W                                                                                             ","01/02/2008","PEF","231","01/02/2008","5499-12","TRAFFIC","1889435","879126"
"SL2008809","SALT LAKE CITY","3","4","0","300 E 2ND AVE                                                                                           ","01/02/2008","AVE","211","01/02/2008","7399-1","PUBLIC ORDER","1895038","888378"
"SL2008808","SALT LAKE CITY","3","4","240","600 W NORTH TEMPLE ST                                                                                   ","01/02/2008","CAH","112","01/02/2008","2411-0","STOLEN VEHICLE","1886886","888355"
"SL2008696","SALT LAKE CITY","4","4","90G","300 S 200 W                                                                                             ","01/02/2008","DTN","112","01/02/2008","4104-0","LIQUOR","1890250","884638"
"SL2008787","SALT LAKE CITY","5","4","40A","1500 S STATE ST                                                                                          ","01/02/2008","PEF","231","01/02/2008","4004-3","COMMERCIAL SEX","1892594","875747"
"SL2008754","SALT LAKE CITY","4","4","0","800 S 700 E                                                                                             ","01/02/2008","CEC","214","01/02/2008","5499-7","TRAFFIC","1897370","881182"
"SL2008703","SALT LAKE CITY","4","4","90G","200 W 300 S                                                                                             ","01/02/2008","DTN","112","01/02/2008","4104-0","LIQUOR","1890273","885223"
"SL2008848","SALT LAKE CITY","4","4","0","000 W 300 S                                                                                             ","01/02/2008","DTN","113","01/02/2008","7399-6","PUBLIC ORDER","1891517","885218"
"SL2008833","SALT LAKE CITY","4","4","35A","500 S 500 E                                                                                             ","01/02/2008","CEC","214","01/02/2008","3562-0","DRUGS","1895793","883047"
