"case","city","city_council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL201183429","SALT LAKE CITY","1","4","0",,,"A3","133","2011-05-25T14:24:33.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL201183460","COTTONWOOD HEIGHTS","SL","4","35A",,,"25","25","2011-05-25T15:09:52.000","3562-0","DRUGS","1914405","834426"
"SL201183792","SALT LAKE CITY","1","5","0",,,"A3","133","2011-05-26T05:47:24.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL201184273","WEST VALLEY CITY","SL","5","0",,,"43","43","2011-05-26T22:07:13.000","7399-9","PUBLIC ORDER","1865258","863429"
"SL201185666",,,"6","220",,,,,"2011-05-29T13:08:27.000","2205-0","BURGLARY",,
"SL201185368","SALT LAKE CITY","1","7","0",,,"A3","133","2011-05-28T19:21:49.000","5399-28","PUBLIC PEACE","1866905","891511"
"SL201185487","SALT LAKE CITY","1","1","0",,,"A3","133","2011-05-29T00:10:15.000","5399-28","PUBLIC PEACE","1866905","891511"
"SL201185715","SALT LAKE CITY","1","1","0",,,"A3","133","2011-05-29T14:59:13.000","5399-28","PUBLIC PEACE","1866905","891511"
"SL201186042","SALT LAKE CITY","2","2","23F",,,"POP","151","2011-05-30T10:02:40.000","2305-0","LARCENY","1878981","882516"
"SL201186058","SALT LAKE CITY",,"2","290",,,,,"2011-05-30T10:58:38.000","2999-1","DAMAGED PROP",,
"SL201186684","SALT LAKE CITY","7","3","0",,,"SUG","236","2011-05-31T15:17:31.000","5499-7","TRAFFIC","1902121","869101"
"SL201186670","SALT LAKE CITY",,"3","23H",,,"A5","154","2011-05-31T15:05:31.000","2309-0","LARCENY","1861730","883126"
"SL201187128","SALT LAKE CITY",,"4","0",,,"07","07","2011-06-01T10:47:39.000","5499-6","TRAFFIC","1901912","864299"
"SL201187536","SALT LAKE CITY","1","4","90Z",,,"A3","133","2011-06-01T22:14:09.000","4902-0","ESCAPE","1865746","891599"
"SL201187588","SALT LAKE CITY","1","4","0",,,"A3","133","2011-06-01T23:53:31.000","5399-28","PUBLIC PEACE","1865746","891599"
"SL201187991","MIDVALE","SL","5","40A",,,"47","47","2011-06-02T17:59:04.000","4004-3","COMMERCIAL SEX","1889462","833180"
"SL201188306","SALT LAKE CITY","1","5","290",,,"A3","133","2011-06-03T09:00:51.000","2902-0","DAMAGED PROP","1866905","891511"
"SL201188299","SALT LAKE CITY","2","6","23H",,,"WSL","154","2011-06-03T08:37:12.000","2309-0","LARCENY","1874295","879096"
"SL201189921","SALT LAKE CITY","3","1","90Z",,,"B1","211","2011-06-05T20:09:09.000","4902-7","ESCAPE","1893583","887966"
"SL201189591","SALT LAKE CITY","2","1","90Z",,,"WSL","154","2011-06-05T07:07:19.000","4902-0","ESCAPE","1874053","879096"
"SL201190117","SALT LAKE CITY","1","2","0",,,"A3","133","2011-06-06T07:53:13.000","5499-84","TRAFFIC","1866905","891511"
"SL201190283","SALT LAKE CITY","1","2","290",,,"A3","133","2011-06-06T13:58:11.000","2999-0","DAMAGED PROP","1866905","891511"
"SL201190367","SALT LAKE CITY","1","2","23H",,,"A3","133","2011-06-06T15:46:53.000","2399-0","LARCENY","1866905","891511"
"SL201190612","DRAPER","SL","2","90Z",,,"53","53","2011-06-06T23:33:48.000","4902-0","ESCAPE","1891632","786936"
"SL201190720","SALT LAKE CITY","1","3","0",,,"A3","133","2011-06-07T08:33:56.000","7399-4","PUBLIC ORDER","1866905","891511"
"SL201190990","SALT LAKE CITY","1","3","0",,,"A3","133","2011-06-07T16:24:06.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201191101","SALT LAKE CITY","2","3","90J",,,"A1","112","2011-06-07T19:44:09.000","5707-0","INV OF PRIVACY","1888340","887737"
"SL201191870","SALT LAKE CITY","4","5","90Z",,,"DTN","113","2011-06-09T05:00:39.000","5499-11","TRAFFIC","1890314","885738"
"SL201191942",,,"5","290",,,,,"2011-06-09T09:43:33.000","2901-0","DAMAGED PROP",,
"SL201191958","SALT LAKE CITY","1","5","0",,,"A3","133","2011-06-09T10:13:14.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL201192491","WEST VALLEY CITY","SL","6","13B",,,"43","43","2011-06-10T02:46:34.000","4801-0","OBST POLICE","1876268","862514"
"SL201193071","SALT LAKE CITY","1","7","90Z",,,"A3","133","2011-06-11T00:19:41.000","4902-0","ESCAPE","1865746","891599"
"SL201194872",,,"3","0",,,,,"2011-06-14T00:51:00.000","5499-6","TRAFFIC",,
"SL201199381","SALT LAKE CITY","7","3","240",,,"SUG","236","2011-06-21T16:50:47.000","2404-44","STOLEN VEHICLE","1908570","868911"
"SL201196111",,,"5","0",,,,,"2011-06-16T05:53:03.000","5499-6","TRAFFIC",,
"SL201196448","SALT LAKE CITY",,"5","90J",,,,,"2011-06-16T17:28:17.000","5707-0","INV OF PRIVACY",,
"SL2011100191","TAYLORSVILLE","SL","4","40A",,,"13","13","2011-06-22T22:39:18.000","4004-3","COMMERCIAL SEX","1878430","845546"
"SL2011100248","SALT LAKE CITY","1","5","0",,,"A3","131","2011-06-23T00:10:57.000","2499-14","STOLEN VEHICLE","1882757","899184"
"SL2011100535","SALT LAKE CITY","1","5","0",,,"A3","133","2011-06-23T15:00:23.000","5499-12","TRAFFIC","1866905","891511"
"SL2011100781","SALT LAKE CITY","1","5","0",,,"A3","133","2011-06-23T21:36:50.000","5499-84","TRAFFIC","1866905","891511"
"SL2011101327","SALT LAKE CITY","1","6","290",,,"A3","133","2011-06-24T18:10:45.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011101405","SALT LAKE CITY","SL","6","40A",,,"42","42","2011-06-24T20:35:37.000","4004-3","COMMERCIAL SEX","1887777","858562"
"SL2011101634","SALT LAKE CITY","1","7","90D",,,"A3","133","2011-06-25T02:41:03.000","5404-0","TRAFFIC","1866905","891511"
"SL2011102059","WEST VALLEY CITY","SL","7","520",,,"43","43","2011-06-25T21:40:06.000","5202-0","WEAPON OFFENSE","1854303","863734"
"SL2011101915","SALT LAKE CITY","2","7","0",,,"A5","154","2011-06-25T17:35:31.000","5499-8","TRAFFIC","1854725","871788"
"SL2014802837",,,"7","26C",,,,,,"2699-1","FRAUD",,
"SL2011103179","SALT LAKE CITY","G","2","0",,,"WSL","154","2011-06-27T18:48:39.000","5499-7","TRAFFIC","1853996","877160"
"SL2011103479","SALT LAKE CITY","1","3","0",,,"A3","133","2011-06-28T09:28:48.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011104529","SALT LAKE CITY","1","4","290",,,"A3","133","2011-06-29T18:53:18.000","2902-0","DAMAGED PROP","1866905","891511"
"SL2011104640","WEST JORDAN","0","4","0",,,"A3","133","2011-06-29T21:28:27.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201180037","SALT LAKE CITY","4","4","35A",,,"B1","212","2011-05-19T17:27:07.000","3532-0","DRUGS","1893430","885973"
"SL2011104625",,,"4","90C",,,,,"2011-06-29T21:11:40.000","7299-2","MORALS-DECENCY",,
"SL2011104535","SALT LAKE CITY","4","4","90Z",,,"B1","212","2011-06-29T18:56:38.000","3599-99","DRUGS","1893430","885973"
"SL2011104892","SALT LAKE CITY","1","5","0",,,"A3","133","2011-06-30T10:26:45.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011118719",,,"5","13A",,,,,"2011-07-21T11:50:10.000","1304-0","ASSAULT",,
"SL2011105789","WEST VALLEY CITY","SL","6","90Z",,,"43","43","2011-07-01T17:59:24.000","4902-0","ESCAPE","1877896","867886"
"SL2011105847","SALT LAKE CITY",,"6","90Z",,,,,"2011-07-01T19:08:59.000","4902-0","ESCAPE",,
"SL2011106571","SALT LAKE CITY","1","7","0",,,"WES","133","2011-07-02T20:50:35.000","5499-5","TRAFFIC","1866213","893805"
"SL2011106725","WEST VALLEY CITY","SL","7","35A",,,"43","43","2011-07-02T23:55:11.000","3562-0","DRUGS","1847756","855878"
"SL2011106742","WEST VALLEY CITY","SL","1","90Z",,,"43","43","2011-07-03T00:19:29.000","4902-0","ESCAPE","1847746","855978"
"SL2011106914",,,"1","0",,,,,"2011-07-03T08:50:55.000","5499-6","TRAFFIC",,
"SL2011107018","WEST VALLEY CITY","SL","1","0",,,"43","43","2011-07-03T13:13:54.000","5499-7","TRAFFIC","1855334","866175"
"SL2011107662","SALT LAKE CITY","1","2","0",,,"A3","133","2011-07-04T10:10:35.000","7399-6","PUBLIC ORDER","1865746","891599"
"SL2011107838","SALT LAKE CITY","1","2","0",,,"JOM","133","2011-07-04T16:33:09.000","7399-11","PUBLIC ORDER","1877296","889736"
"SL2011108286","SALT LAKE CITY",,"3","90Z",,,,,"2011-07-05T05:58:39.000","4902-0","ESCAPE",,
"SL2011108470","SALT LAKE CITY","3","3","0",,,"B1","211","2011-07-05T12:39:48.000","5499-7","TRAFFIC","1899335","888788"
"SL2011109131","SALT LAKE CITY","1","4","23H",,,"A3","133","2011-07-06T12:33:20.000","2399-0","LARCENY","1865746","891599"
"SL2011109247","SALT LAKE CITY","1","4","0",,,"A3","133","2011-07-06T15:46:27.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011110387","SALT LAKE CITY","1","4","0",,,"A3","133","2011-07-08T11:10:41.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL2011109809","SALT LAKE CITY","2","5","0",,,"POP","151","2011-07-07T13:29:04.000","5499-5","TRAFFIC","1884703","884213"
"SL2011110086","SALT LAKE CITY",,"5","0",,,,,"2011-07-07T21:11:11.000","5499-6","TRAFFIC",,
"SL2011104545","SALT LAKE CITY","4","6","90Z",,,"B1","212","2011-06-29T18:58:13.000","3599-99","DRUGS","1893430","885973"
"SL2011110604","SALT LAKE CITY","1","6","0",,,"A3","133","2011-07-08T17:47:24.000","5499-12","TRAFFIC","1866905","891511"
"SL2011111096","SALT LAKE CITY","G","7","0",,,"WSL","154","2011-07-09T11:56:01.000","7399-1","PUBLIC ORDER","1860991","871964"
"SL2011111421","SALT LAKE CITY","1","7","23H",,,"A3","133","2011-07-09T20:41:01.000","2399-0","LARCENY","1865746","891599"
"SL2011111389","SALT LAKE CITY",,"7","23H",,,,,"2011-07-09T19:53:58.000","2399-18","LARCENY",,
"SL2011111895","SALT LAKE CITY","1","1","0",,,"A3","133","2011-07-10T16:16:48.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL2011800610","SALT LAKE CITY","5","1","23F","400 E HARVARD AVE                                                                                       ",,"WEL","232",,"2305-0","LARCENY","1895434","878659"
"SL2011112213","SALT LAKE CITY","2","2","23F",,,"WSL","154","2011-07-11T09:00:52.000","2305-0","LARCENY","1868452","879048"
"SL2011112347","SALT LAKE CITY",,"2","240",,,,,"2011-07-11T12:43:56.000","2404-0","STOLEN VEHICLE",,
"SL2011112690","SALT LAKE CITY","2","2","120",,,"WSL","153","2011-07-11T22:58:57.000","1202-0","ROBBERY","1884664","874638"
"SL2011112573","SALT LAKE CITY",,"2","0",,,,,"2011-07-11T19:34:46.000","5399-28","PUBLIC PEACE",,
"SL2011112354",,,"2","90Z",,,,,"2011-07-11T13:03:32.000","5499-11","TRAFFIC",,
"SL2011112795",,,"3","0",,,,,"2011-07-12T07:39:43.000","5499-5","TRAFFIC",,
"SL2011113069","SALT LAKE CITY","1","3","0",,,"A3","133","2011-07-12T17:00:56.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011112733","SOUTH SALT LAKE","SL","3","35B",,,"42","42","2011-07-12T01:14:45.000","3550-0","DRUGS","1893697","859501"
"SL2011113808","SALT LAKE CITY",,"4","26B",,,,,"2011-07-13T18:46:37.000","2605-0","FRAUD",,
"SL2011113956","SALT LAKE CITY","4","4","90Z",,,"B1","212","2011-07-13T22:56:27.000","3599-99","DRUGS","1893430","885973"
"SL2011114485","SALT LAKE CITY","1","5","290",,,"A3","133","2011-07-14T19:00:53.000","2902-0","DAMAGED PROP","1866905","891511"
"SL2011114755","WEST VALLEY CITY","SL","6","90Z",,,"43","43","2011-07-15T03:04:07.000","4902-0","ESCAPE","1866525","852685"
"SL2011115118","WEST VALLEY CITY","SL","6","13B",,,"43","43","2011-07-15T17:51:28.000","4801-1","OBST POLICE","1866525","852685"
"SL2011115207","MIDVALE","SL","6","90Z",,,"47","47","2011-07-15T20:23:46.000","4902-0","ESCAPE","1886265","829620"
"SL2011115532","SALT LAKE CITY","1","7","290",,,"A3","133","2011-07-16T10:09:36.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011116311",,,"1","90G",,,,"A1","2011-07-17T14:52:01.000","4104-0","LIQUOR",,
"SL2011116693","SALT LAKE CITY","F","2","0",,,"JOM","133","2011-07-18T10:04:25.000","5499-12","TRAFFIC","1877786","888421"
"SL2011116605","SOUTH SALT LAKE","SL","2","0",,,"42","42","2011-07-18T04:29:38.000","7399-99","PUBLIC ORDER","1892560","870281"
"SL2011117000","SALT LAKE CITY","5","2","90Z",,,"WEL","232","2011-07-18T18:22:58.000","4902-0","ESCAPE","1896625","880386"
"SL2011117380","SALT LAKE CITY","1","3","0",,,"A3","133","2011-07-19T12:13:54.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011117403","SALT LAKE CITY","1","3","0",,,"A3","133","2011-07-19T12:47:35.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL2011117570","SALT LAKE CITY","1","3","0",,,"A3","131","2011-07-19T16:39:53.000","5499-7","TRAFFIC","1877624","896398"
"SL2011118287","SALT LAKE CITY",,"4","90J",,,,,"2011-07-20T19:10:44.000","5707-0","INV OF PRIVACY",,
"SL2011113962","OGDEN","4","4","0",,,"B1","212","2011-07-13T22:57:30.000","7399-99","PUBLIC ORDER","1893430","885973"
"SL2011119352","SALT LAKE CITY",,"5","23H",,,,,"2011-07-22T10:09:25.000","2399-0","LARCENY",,
"SL2011119693",,,"6","23C",,,,,"2011-07-22T20:13:27.000","2303-0","LARCENY",,
"SL2011119766",,,"6","90E",,,"B5","236","2011-07-22T22:01:52.000","7399-26","PUBLIC ORDER","1900803","870475"
"SL2011119924","SALT LAKE CITY","1","7","90Z",,,"A3","133","2011-07-23T01:58:22.000","4902-0","ESCAPE","1866905","891511"
"SL2011119929","SALT LAKE CITY",,"7","0",,,,,"2011-07-23T02:16:42.000","5399-30","PUBLIC PEACE",,
"SL2011120314","SALT LAKE CITY","1","7","0",,,"A3","133","2011-07-23T17:42:23.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011120289","SALT LAKE CITY",,"7","23C",,,,,"2011-07-23T16:56:04.000","2303-0","LARCENY",,
"SL2011120927","SALT LAKE CITY","1","1","0",,,"A3","133","2011-07-24T15:19:41.000","5399-28","PUBLIC PEACE","1866905","891511"
"SL2011121155","SALT LAKE CITY","1","1","0",,,"A3","133","2011-07-24T21:35:09.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011800714","SALT LAKE CITY","2","1","23H","800 S MONTGOMERY ST                                                                                     ",,"POP","151",,"2399-0","LARCENY","1879424","881381"
"SL2011121698","SARATOGA SPRINGS",,"2","0",,,,,"2011-07-25T17:23:13.000","5499-1","TRAFFIC",,
"SL2011121990","SALT LAKE CITY","1","2","0",,,"A3","133","2011-07-26T01:03:15.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL2011121903","SALT LAKE CITY","4","2","90G",,,"B3","232","2011-07-25T22:51:19.000","4104-0","LIQUOR","1896602","877473"
"SL2011122006","SALT LAKE CITY","5","3","13A",,,"PEF","231","2011-07-26T01:40:25.000","1305-0","ASSAULT","1890635","877445"
"SL2011113951","WEST VALLEY CITY","SL","3","35A",,,"43","43","2011-07-13T22:55:42.000","3562-0","DRUGS","1884417","859229"
"SL2011122871","SALT LAKE CITY","1","3","0",,,"A3","133","2011-07-27T11:21:13.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL2011123002","SALT LAKE CITY",,"4","90J",,,,,"2011-07-27T14:57:17.000","5707-0","INV OF PRIVACY",,
"SL2011123711","SALT LAKE CITY",,"4","23D",,,,,"2011-07-28T15:33:51.000","2308-0","LARCENY",,
"SL2012800977",,,"4","26C",,,,,,"2699-1","FRAUD",,
"SL2011123518","SALT LAKE CITY","F","5","0",,,"POP","132","2011-07-28T10:25:07.000","5499-7","TRAFFIC","1878597","888006"
"SL2011140695","SALT LAKE CITY",,"3","23C",,,,,"2011-08-23T19:50:27.000","2303-0","LARCENY",,
"SL2011124566","SALT LAKE CITY","1","6","0",,,"A3","131","2011-07-29T20:27:21.000","7399-7","PUBLIC ORDER","1881531","893329"
"SL2011125010",,,"7","0",,,"B5","235","2011-07-30T13:30:09.000","5499-7","TRAFFIC","1897345","869485"
"SL2011125353","SALT LAKE CITY",,"7","0",,,,,"2011-07-30T22:55:01.000","7399-1","PUBLIC ORDER",,
"SL2011126404","SALT LAKE CITY","1","2","0",,,"A3","133","2011-08-01T18:53:04.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011126577",,,"3","90Z",,,"B5","235","2011-08-02T00:29:14.000","5401-0","TRAFFIC","1900084","872267"
"SL2011126806","SALT LAKE CITY","1","3","90Z",,,"A3","133","2011-08-02T12:17:05.000","4902-0","ESCAPE","1866905","891511"
"SL2011127354","SALT LAKE CITY","1","4","23H",,,"A3","133","2011-08-03T09:43:02.000","2309-0","LARCENY","1876532","905178"
"SL2011113961","SALT LAKE CITY","4","4","90Z",,,"B1","212","2011-07-13T22:57:21.000","3599-99","DRUGS","1893430","885973"
"SL2011151637","SANDY","SL","6","90C",,,"51","51","2011-09-09T20:42:07.000","5399-12","PUBLIC PEACE","1892459","816400"
"SL2011128083","SALT LAKE CITY","4","4","23F",,,"B1","212","2011-08-04T10:48:41.000","2305-0","LARCENY","1894281","886383"
"SL2011127979","SALT LAKE CITY","1","5","0",,,"A3","133","2011-08-04T07:41:56.000","5399-28","PUBLIC PEACE","1866905","891511"
"SL2011128252","SALT LAKE CITY","3","5","240",,,"AVE","211","2011-08-04T16:05:02.000","2499-13","STOLEN VEHICLE","1898158","891074"
"SL2011128317","MIDVALE","SL","5","40A",,,"47","47","2011-08-04T17:51:24.000","4004-3","COMMERCIAL SEX","1888652","833023"
"SL2011128801","SALT LAKE CITY","1","6","0",,,"A3","133","2011-08-05T10:33:26.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL2011128973","SALT LAKE CITY","1","6","90Z",,,"WES","133","2011-08-05T16:11:00.000","4902-0","ESCAPE","1866213","893805"
"SL2011129641","SALT LAKE CITY","1","7","0",,,"A3","133","2011-08-06T16:39:18.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011130996","SALT LAKE CITY",,"2","0",,,,,"2011-08-08T19:45:23.000","7399-24","PUBLIC ORDER",,
"SL2011130529","SALT LAKE CITY",,"2","0",,,"A5","154","2011-08-08T06:26:07.000","5499-8","TRAFFIC","1854730","879635"
"SL2011131113","SALT LAKE CITY","F","3","0",,,"WES","131","2011-08-09T00:40:11.000","5499-6","TRAFFIC","1877309","897014"
"SL2011131514","SALT LAKE CITY","1","3","90G",,,"STF","132","2011-08-09T17:11:38.000","4104-0","LIQUOR","1879540","892417"
"SL2011131869","SALT LAKE CITY","1","4","0",,,"A3","133","2011-08-10T09:39:18.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011132136","DRAPER","SL","4","90Z",,,"53","53","2011-08-10T17:05:29.000","4902-0","ESCAPE","1891632","786936"
"SL2011131814","SOUTH SALT LAKE","SL","4","90C",,,"42","42","2011-08-10T07:59:25.000","5399-12","PUBLIC PEACE","1889940","859560"
"SL2011133065","SALT LAKE CITY","1","5","0",,,"A3","133","2011-08-11T23:36:11.000","5499-6","TRAFFIC","1866905","891511"
"SL2011132838","SALT LAKE CITY","2","5","0",,,"A5","151","2011-08-11T19:09:30.000","5499-1","TRAFFIC","1883596","882077"
"SL2011134921","SALT LAKE CITY","1","1","0",,,"A3","133","2011-08-14T21:40:58.000","7399-99","PUBLIC ORDER","1866905","891511"
"SL2011135002","SALT LAKE CITY","1","2","0",,,"A3","133","2011-08-15T01:07:35.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011135194","SALT LAKE CITY","1","2","290",,,"A3","133","2011-08-15T11:09:49.000","2901-0","DAMAGED PROP","1873487","890195"
"SL2011135317",,,"2","23F",,,"B1","211","2011-08-15T15:11:40.000","2305-0","LARCENY","1894538","900314"
"SL2011135900","SALT LAKE CITY","1","3","0",,,"A3","133","2011-08-16T16:06:00.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL2011136043","MIDVALE","SL","3","35A",,,"47","47","2011-08-16T19:53:54.000","3562-0","DRUGS","1891735","830396"
"SL2011136200","SALT LAKE COUNTY","SL","4","0",,,"01","01","2011-08-17T01:25:12.000","7399-7","PUBLIC ORDER","1919545","855402"
"SL2011136796","SALT LAKE CITY",,"4","220",,,"B1","214","2011-08-17T22:16:40.000","2204-0","BURGLARY","1895053","880813"
"SL2011800924",,,"4","26C",,,,,,"2699-1","FRAUD",,
"SL2011137320","SALT LAKE CITY",,"5","40A",,,,,"2011-08-18T18:07:20.000","4004-3","COMMERCIAL SEX",,
"SL2011138156","SALT LAKE CITY",,"6","90Z",,,,,"2011-08-19T21:41:00.000","4902-0","ESCAPE",,
"SL2011139606","SALT LAKE CITY","L","6","90Z",,,"LIW","231","2011-08-22T01:47:33.000","4902-0","ESCAPE","1893032","875692"
"SL2011138571","SALT LAKE CITY","1","7","0",,,"A3","133","2011-08-20T14:02:48.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011138513","SALT LAKE CITY",,"7","90E",,,,,"2011-08-20T11:53:27.000","7399-27","PUBLIC ORDER",,
"SL2011140060","SALT LAKE CITY","1","7","23H",,,"A3","133","2011-08-22T19:58:41.000","2399-0","LARCENY","1866905","891511"
"SL2011139092","SALT LAKE CITY","1","1","0",,,"A3","133","2011-08-21T02:31:08.000","5499-5","TRAFFIC","1866905","891511"
"SL2011139347","SALT LAKE CITY","1","1","0",,,"A3","133","2011-08-21T15:44:12.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL2011139475","SALT LAKE CITY","1","1","90Z",,,"A3","133","2011-08-21T19:40:12.000","4902-0","ESCAPE","1866905","891511"
"SL2011140207",,,"3","23F",,,,,"2011-08-23T01:24:41.000","2305-0","LARCENY",,
"SL2011140794","SALT LAKE CITY","1","3","90C",,,"A3","133","2011-08-23T23:52:15.000","5311-0","PUBLIC PEACE","1866905","891511"
"SL2011140855","SALT LAKE CITY","1","3","0",,,"A3","133","2011-08-24T05:07:01.000","5499-84","TRAFFIC","1865746","891599"
"SL2011140509","SALT LAKE CITY","4","3","35A",,,"B1","212","2011-08-23T15:11:38.000","3571-0","DRUGS","1893430","885973"
"SL2011141457","SALT LAKE CITY","1","4","520",,,"A3","133","2011-08-24T23:30:49.000","5202-0","WEAPON OFFENSE","1866905","891511"
"SL2011141623",,,"5","290",,,,,"2011-08-25T09:37:17.000","2902-0","DAMAGED PROP",,
"SL2011142005","SALT LAKE CITY","SL","5","0",,,"40","40","2011-08-25T19:12:22.000","5499-12","TRAFFIC","1884079","885392"
"SL2011141983","SALT LAKE CITY",,"5","0",,,,,"2011-08-25T18:43:03.000","5499-5","TRAFFIC",,
"SL2011141881","SALT LAKE CITY","2","5","90Z",,,"A1","112","2011-08-25T16:24:15.000","5401-0","TRAFFIC","1888340","887737"
"SL2011142345","SALT LAKE CITY","3","6","0",,,"A1","111","2011-08-26T05:05:11.000","7399-99","PUBLIC ORDER","1893377","892732"
"SL2011142851","WEST VALLEY CITY","SL","6","35A",,,"43","43","2011-08-26T21:48:34.000","3572-0","DRUGS","1855144","863668"
"SL2011142871","WEST VALLEY CITY","SL","6","90Z",,,"43","43","2011-08-26T22:17:39.000","4902-0","ESCAPE","1855144","863668"
"SL2011143653",,,"7","0",,,,,"2011-08-27T23:09:26.000","5499-5","TRAFFIC",,
"SL2011143618","SOUTH SALT LAKE","SL","7","0",,,"42","42","2011-08-27T22:21:00.000","7399-99","PUBLIC ORDER","1894903","863159"
"SL2011143995","WEST VALLEY CITY","SL","1","0",,,"43","43","2011-08-28T14:27:45.000","5399-28","PUBLIC PEACE","1872707","860607"
"SL2011144344","SALT LAKE CITY","1","2","0",,,"A3","133","2011-08-29T07:00:38.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL2011144737","SALT LAKE CITY","1","2","0",,,"JOM","133","2011-08-29T19:29:19.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011145052","SALT LAKE CITY","1","3","520",,,"A3","133","2011-08-30T10:11:15.000","5202-0","WEAPON OFFENSE","1865746","891599"
"SL2011145703","SALT LAKE CITY","SL","4","0",,,"40","40","2011-08-31T10:55:36.000","5499-12","TRAFFIC","1858303","887455"
"SL2011145892","SALT LAKE CITY","1","4","23H",,,"A3","133","2011-08-31T15:51:24.000","2399-0","LARCENY","1865746","891599"
"SL2011800805",,,"4","23H",,,,,,"2399-0","LARCENY",,
"SL2011147029","SALT LAKE CITY",,"6","23C",,,,,"2011-09-02T12:35:24.000","2303-0","LARCENY",,
"SL2011147217","SALT LAKE CITY","1","6","0",,,"JOM","133","2011-09-02T18:10:25.000","7399-40","PUBLIC ORDER","1877294","888865"
"SL2011147735","SALT LAKE CITY","1","7","520",,,"A3","133","2011-09-03T14:05:22.000","5202-0","WEAPON OFFENSE","1866905","891511"
"SL2011147823","SALT LAKE CITY","1","7","290",,,"A3","133","2011-09-03T16:46:59.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011148228","SALT LAKE CITY","1","1","90Z",,,"JOM","133","2011-09-04T10:45:06.000","5309-0","PUBLIC PEACE","1877296","889759"
"SL2011148611","SALT LAKE CITY","1","1","290",,,"A3","133","2011-09-04T23:18:45.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011148808","SALT LAKE CITY","1","2","0",,,"A3","133","2011-09-05T10:51:33.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL2011148886","SALT LAKE CITY",,"2","23F",,,,,"2011-09-05T13:24:37.000","2305-0","LARCENY",,
"SL2011800803","HOLLADAY","SL","2","26C",,,"05","05",,"2699-1","FRAUD","1906270","850069"
"SL2011149708","SALT LAKE CITY","1","3","0",,,"A3","133","2011-09-06T21:11:38.000","5499-5","TRAFFIC","1866905","891511"
"SL2011149286","SALT LAKE CITY","2","3","23H",,,"WSL","154","2011-09-06T08:55:13.000","2309-0","LARCENY","1871044","879043"
"SL2011800808","SALT LAKE CITY","4","3","26C","200 S 400 E                                                                                             ",,"CEC","212",,"2699-1","FRAUD","1895070","885364"
"SL2011150341","SALT LAKE CITY","1","4","290",,,"A3","133","2011-09-07T21:17:19.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011150338","SALT LAKE CITY",,"4","90J",,,,,"2011-09-07T21:09:15.000","5707-0","INV OF PRIVACY",,
"SL2011150718","SOUTH SALT LAKE","SL","5","90Z",,,"42","42","2011-09-08T14:48:05.000","5007-0","OBST JUDICIAL","1892539","871069"
"SL2011150796","SALT LAKE CITY","6","5","0",,,"B3","233","2011-09-08T16:53:31.000","5499-7","TRAFFIC","1908594","879958"
"SL2011151518","SALT LAKE CITY","1","6","290",,,"A3","133","2011-09-09T17:32:15.000","2902-1","DAMAGED PROP","1866905","891511"
"SL2011151574","SALT LAKE CITY",,"6","90J",,,,,"2011-09-09T18:57:46.000","5707-0","INV OF PRIVACY",,
"SL2011151982","SALT LAKE CITY","1","7","0",,,"A3","133","2011-09-10T10:30:47.000","5499-81","TRAFFIC","1866905","891511"
"SL2011152105","SALT LAKE CITY","1","7","0",,,"A3","133","2011-09-10T13:29:30.000","7399-1","PUBLIC ORDER","1866905","891511"
