"cases","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20092424","SALT LAKE CITY","4","2","90Z","000 S 500 E                                                                                             ","01/05/2009","CEC","212","01/05/2009","4902-0","ESCAPE","1895809","887308"
"SL20092428","SALT LAKE CITY","5","2","0","1400 S WEST TEMPLE ST                                                                                    ","01/05/2009","PEF","231","01/05/2009","7399-1","PUBLIC ORDER","1891008","876217"
"SL20092470","SALT LAKE CITY","1","2","200",,"01/05/2009","ROP","131","01/05/2009","2099-0","ARSON","1882237","899464"
"SL20092473","SALT LAKE CITY","1","2","13B","100 N 1000 W                                                                                            ","01/05/2009","STF","132","01/05/2009","1313-0","ASSAULT","1883990","888870"
"SL20092492","SALT LAKE CITY","7","2","23F","900 E GARFIELD AVE                                                                                      ","01/05/2009","SUG","235","01/05/2009","2305-0","LARCENY","1899139","873115"
"SL20092506","SALT LAKE CITY",,"2","0",,"01/05/2009","40","40","01/05/2009","7399-5","PUBLIC ORDER","1867367","893605"
"SL20092513","SALT LAKE CITY","5","2","290","1200 E KENSINGTON AVE                                                                                    ","01/05/2009","EAC","232","01/05/2009","2902-0","DAMAGED PROP","1901898","875528"
"SL20092507","SALT LAKE CITY","2","2","13C","1600 S BENNETT RD                                                                                        ","01/05/2009","WSL","154","01/05/2009","1316-2","ASSAULT","1875932","874778"
"SL20092521","SALT LAKE CITY",,"2","0",,"01/05/2009","40","40","01/05/2009","7399-6","PUBLIC ORDER","1867367","893605"
"SL20092471","SALT LAKE CITY","1","2","240","1100 W LAFAYETTE DR                                                                                      ","01/05/2009","ROP","131","01/05/2009","2499-13","STOLEN VEHICLE","1882659","893088"
"SL20092525","SALT LAKE CITY","3","2","23F","600 E 7TH AVE                                                                                           ","01/05/2009","AVE","211","01/05/2009","2305-0","LARCENY","1897378","890491"
"SL20092489","SALT LAKE CITY","2","2","220","1800 S PIONEER RD                                                                                        ","01/05/2009","WSL","154","01/05/2009","2203-0","BURGLARY","1873296","873302"
"SL20092502","SALT LAKE CITY","6","2","90Z","1900 E KENSINGTON AVE                                                                                    ","01/05/2009","WAH","233","01/05/2009","5401-0","TRAFFIC","1906926","875482"
"SL20092562","SALT LAKE CITY","5","2","23F","1200 E GILMER DR                                                                                         ","01/05/2009","EAC","232","01/05/2009","2305-0","LARCENY","1901806","879786"
"SL20092540","SALT LAKE CITY","7","2","90D","2400 S 1300 E                                                                                            ","01/05/2009","SUG","236","01/05/2009","5404-0","TRAFFIC","1902121","869101"
"SL20092586","SALT LAKE CITY","7","2","0","2200 S FOOTHILL DR                                                                                       ","01/05/2009","SUG","236","01/05/2009","5499-5","TRAFFIC","1913334","870777"
"SL20092571","SALT LAKE CITY",,"2","0",,"01/05/2009","40","40","01/05/2009","7399-1","PUBLIC ORDER","1867367","893605"
"SL20092574","SALT LAKE CITY","1","2","0",,"01/05/2009","JOM","133","01/05/2009","5499-5","TRAFFIC","1866905","891511"
"SL20092611","SALT LAKE CITY","7","2","0","2200 S WINDSOR ST                                                                                        ","01/05/2009","SUG","235","01/05/2009","7399-99","PUBLIC ORDER","1898564","869923"
"SL20092608","SALT LAKE CITY","2","2","0","1000 W 700 S                                                                                             ","01/05/2009","POP","151","01/05/2009","7399-6","PUBLIC ORDER","1883596","882077"
"SL20092632","SALT LAKE CITY","4","2","0","300 W 300 S                                                                                             ","01/05/2009","DTN","112","01/05/2009","5499-6","TRAFFIC","1888859","885228"
"SL20092589","SALT LAKE CITY","4","2","120","300 E 200 S                                                                                             ","01/05/2009","CEC","212","01/05/2009","1203-0","ROBBERY","1894829","885938"
"SL20092674","SALT LAKE CITY","2","2","23H","1100 S 900 W                                                                                             ","01/05/2009","WSL","152","01/05/2009","2310-0","LARCENY","1884740","878614"
"SL20092676","SALT LAKE CITY","6","2","23F","1900 S BROADMOOR ST                                                                                      ","01/05/2009","EAB","236","01/05/2009","2305-0","LARCENY","1912880","872145"
"SL20092693","SALT LAKE CITY","1","2","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/05/2009","WES","133","01/05/2009","7399-5","PUBLIC ORDER","1867036","893752"
"SL20092500","SALT LAKE CITY","4","2","35B","300 W 400 S                                                                                             ","01/05/2009","DTN","112","01/05/2009","3550-0","DRUGS","1889084","884435"
"SL20092594","SALT LAKE CITY","4","2","35B","300 W 400 S                                                                                             ","01/05/2009","DTN","112","01/05/2009","3550-0","DRUGS","1889084","884435"
"SL20092511","SALT LAKE CITY","4","2","90J","300 W 400 S                                                                                             ","01/05/2009","DTN","112","01/05/2009","5707-0","INV OF PRIVACY","1889084","884435"
"SL20092733","SALT LAKE CITY",,"2","90Z",,"01/05/2009","40","40","01/05/2009","5401-0","TRAFFIC","1869739","890270"
"SL20093323","SALT LAKE CITY",,"3","35B",,"01/06/2009","40","40","01/06/2009","3550-0","DRUGS","1869739","890270"
"SL20092753","SALT LAKE CITY","2","2","0","700 S 900 W                                                                                             ","01/05/2009","POP","151","01/05/2009","5499-5","TRAFFIC","1884752","881457"
"SL20092628","SALT LAKE CITY","7","2","220","2500 S HIGHLAND DR                                                                                       ","01/05/2009","SUG","236","01/05/2009","2204-0","BURGLARY","1901480","868146"
"SL20092777","SALT LAKE CITY","2","2","0","300 S GOSHEN ST                                                                                         ","01/05/2009","POP","151","01/05/2009","2499-14","STOLEN VEHICLE","1883570","884815"
"SL20092727","SALT LAKE CITY","2","2","0","800 S 900 W                                                                                             ","01/05/2009","POP","152","01/05/2009","5499-7","TRAFFIC","1884689","880737"
"SL20092801","SALT LAKE CITY","7","2","35A","2500 S 800 E                                                                                             ","01/05/2009","SUG","235","01/05/2009","3512-0","DRUGS","1898091","867745"
"SL20092584","SALT LAKE CITY","5","2","35A","1700 S STATE ST                                                                                          ","01/05/2009","LIW","234","01/05/2009","3562-0","DRUGS","1892649","874489"
"SL20092785","SALT LAKE CITY","4","2","0","300 S 1100 E                                                                                            ","01/05/2009","EAC","213","01/05/2009","5499-8","TRAFFIC","1900562","885147"
"SL20092775","SALT LAKE CITY","5","2","26B","1800 S MAIN ST                                                                                           ","01/05/2009","PEF","234","01/05/2009","2605-0","FRAUD","1891794","873584"
"SL20092833","SALT LAKE CITY",,"2","90Z",,"01/05/2009","40","40","01/05/2009","4902-0","ESCAPE","1865276","882707"
"SL20092834","SALT LAKE CITY","1","2","0","900 W AUTUMN AVE                                                                                        ","01/05/2009","ROP","131","01/05/2009","2499-14","STOLEN VEHICLE","1884367","892915"
